030/test/0103001, 0
030/test/0203003, 0
030/test/0203005, 0
030/test/0303008, 0
030/test/0403003, 0
030/test/0403004, 0
030/test/0403005, 0
030/test/0503001, 0
030/test/0503003, 0
030/test/0603006, 0
030/test/0903005, 0
030/test/1003007, 0
030/test/1103004, 0
030/test/1103006, 0
030/test/1203004, 0
030/test/1403003, 0
030/test/1503005, 0
030/test/1503008, 0
030/train/0103002, 0
030/train/0103003, 0
030/train/0103005, 0
030/train/0103006, 0
030/train/0103007, 0
030/train/0103008, 0
030/train/0103009, 0
030/train/0203001, 0
030/train/0203002, 0
030/train/0203004, 0
030/train/0203006, 0
030/train/0203007, 0
030/train/0203008, 0
030/train/0203009, 0
030/train/0203010, 0
030/train/0303003, 0
030/train/0303004, 0
030/train/0303005, 0
030/train/0303007, 0
030/train/0403001, 0
030/train/0403006, 0
030/train/0403007, 0
030/train/0403008, 0
030/train/0403009, 0
030/train/0403010, 0
030/train/0503002, 0
030/train/0503004, 0
030/train/0503005, 0
030/train/0503006, 0
030/train/0503007, 0
030/train/0503008, 0
030/train/0503010, 0
030/train/0603001, 0
030/train/0603002, 0
030/train/0603003, 0
030/train/0603004, 0
030/train/0603007, 0
030/train/0603008, 0
030/train/0603009, 0
030/train/0603010, 0
030/train/0703001, 0
030/train/0703003, 0
030/train/0703004, 0
030/train/0703005, 0
030/train/0703008, 0
030/train/0703010, 0
030/train/0803001, 0
030/train/0803003, 0
030/train/0803004, 0
030/train/0803006, 0
030/train/0803008, 0
030/train/0803009, 0
030/train/0803010, 0
030/train/0903001, 0
030/train/0903002, 0
030/train/0903003, 0
030/train/0903004, 0
030/train/0903006, 0
030/train/0903007, 0
030/train/0903008, 0
030/train/1003001, 0
030/train/1003002, 0
030/train/1003003, 0
030/train/1003004, 0
030/train/1003005, 0
030/train/1003006, 0
030/train/1003008, 0
030/train/1003009, 0
030/train/1003010, 0
030/train/1103001, 0
030/train/1103003, 0
030/train/1103005, 0
030/train/1103008, 0
030/train/1103009, 0
030/train/1203001, 0
030/train/1203002, 0
030/train/1203003, 0
030/train/1203005, 0
030/train/1203006, 0
030/train/1203010, 0
030/train/1403001, 0
030/train/1403002, 0
030/train/1403004, 0
030/train/1403005, 0
030/train/1403006, 0
030/train/1403007, 0
030/train/1403008, 0
030/train/1403010, 0
030/train/1503001, 0
030/train/1503002, 0
030/train/1503003, 0
030/train/1503006, 0
030/train/1503007, 0
030/train/1503009, 0
030/train/1603001, 0
030/train/1603002, 0
030/train/1603003, 0
030/train/1603005, 0
030/train/1603006, 0
030/train/1603007, 0
030/train/1603009, 0
030/train/0403002, 0
030/train/0703002, 0
030/train/0903010, 0
030/train/1203008, 0
030/val/0103004, 0
030/val/0103010, 0
030/val/0303001, 0
030/val/0303002, 0
030/val/0303006, 0
030/val/0303009, 0
030/val/0303010, 0
030/val/0503009, 0
030/val/0603005, 0
030/val/0703006, 0
030/val/0703007, 0
030/val/0703009, 0
030/val/0803002, 0
030/val/0803005, 0
030/val/0803007, 0
030/val/0903009, 0
030/val/1103002, 0
030/val/1103007, 0
030/val/1103010, 0
030/val/1203007, 0
030/val/1203009, 0
030/val/1403009, 0
030/val/1503004, 0
030/val/1503010, 0
030/val/1603004, 0
030/val/1603008, 0
030/val/1603010, 0
064/test/0306402, 0
064/test/0406402, 0
064/test/0506404, 0
064/test/0706406, 0
064/test/0806410, 0
064/test/1106404, 0
064/test/1106409, 0
064/test/1206402, 0
064/test/1206407, 0
064/test/1206410, 0
064/test/1406402, 0
064/test/1406407, 0
064/test/1406409, 0
064/test/1506407, 0
064/test/1506408, 0
064/test/1606402, 0
064/test/1606404, 0
064/test/1606408, 0
064/train/0106401, 0
064/train/0106402, 0
064/train/0106403, 0
064/train/0106404, 0
064/train/0106405, 0
064/train/0106406, 0
064/train/0106407, 0
064/train/0106409, 0
064/train/0106410, 0
064/train/0206401, 0
064/train/0206402, 0
064/train/0206404, 0
064/train/0206405, 0
064/train/0206408, 0
064/train/0206409, 0
064/train/0206410, 0
064/train/0306401, 0
064/train/0306403, 0
064/train/0306404, 0
064/train/0306405, 0
064/train/0306407, 0
064/train/0306408, 0
064/train/0306409, 0
064/train/0306410, 0
064/train/0406401, 0
064/train/0406403, 0
064/train/0406404, 0
064/train/0406405, 0
064/train/0406406, 0
064/train/0406407, 0
064/train/0406408, 0
064/train/0406409, 0
064/train/0406410, 0
064/train/0506401, 0
064/train/0506402, 0
064/train/0506405, 0
064/train/0506406, 0
064/train/0506408, 0
064/train/0506409, 0
064/train/0506410, 0
064/train/0606402, 0
064/train/0606403, 0
064/train/0606405, 0
064/train/0606407, 0
064/train/0606408, 0
064/train/0606409, 0
064/train/0606410, 0
064/train/0706401, 0
064/train/0706402, 0
064/train/0706403, 0
064/train/0706404, 0
064/train/0706405, 0
064/train/0706408, 0
064/train/0706410, 0
064/train/0806401, 0
064/train/0806402, 0
064/train/0806403, 0
064/train/0806404, 0
064/train/0806405, 0
064/train/0806407, 0
064/train/0806408, 0
064/train/0806409, 0
064/train/0906402, 0
064/train/0906403, 0
064/train/0906404, 0
064/train/0906405, 0
064/train/0906406, 0
064/train/0906407, 0
064/train/0906409, 0
064/train/0906410, 0
064/train/1006402, 0
064/train/1006404, 0
064/train/1006406, 0
064/train/1006408, 0
064/train/1006409, 0
064/train/1006410, 0
064/train/1106403, 0
064/train/1106406, 0
064/train/1206403, 0
064/train/1206405, 0
064/train/1206408, 0
064/train/1206409, 0
064/train/1406403, 0
064/train/1406404, 0
064/train/1406405, 0
064/train/1406406, 0
064/train/1406408, 0
064/train/1406410, 0
064/train/1506401, 0
064/train/1506403, 0
064/train/1506404, 0
064/train/1506406, 0
064/train/1506409, 0
064/train/1506410, 0
064/train/1606401, 0
064/train/1606403, 0
064/train/1606405, 0
064/train/1606406, 0
064/train/1606407, 0
064/train/1606409, 0
064/train/1606410, 0
064/train/0306406, 0
064/train/0606401, 0
064/train/0806406, 0
064/train/1206401, 0
064/val/0106408, 0
064/val/0206403, 0
064/val/0206406, 0
064/val/0206407, 0
064/val/0506403, 0
064/val/0506407, 0
064/val/0606404, 0
064/val/0606406, 0
064/val/0706407, 0
064/val/0706409, 0
064/val/0906401, 0
064/val/0906408, 0
064/val/1006401, 0
064/val/1006403, 0
064/val/1006405, 0
064/val/1006407, 0
064/val/1106401, 0
064/val/1106402, 0
064/val/1106405, 0
064/val/1106407, 0
064/val/1106408, 0
064/val/1106410, 0
064/val/1206404, 0
064/val/1206406, 0
064/val/1406401, 0
064/val/1506402, 0
064/val/1506405, 0
001/test/0100105, 0
001/test/0100107, 0
001/test/0300101, 0
001/test/0300102, 0
001/test/0400101, 0
001/test/0400107, 0
001/test/0500101, 0
001/test/0500102, 0
001/test/0600110, 0
001/test/0700109, 0
001/test/0800106, 0
001/test/0800107, 0
001/test/0800109, 0
001/test/0900105, 0
001/test/1000101, 0
001/test/1400105, 0
001/test/1600101, 0
001/test/1600106, 0
001/train/0100102, 0
001/train/0100103, 0
001/train/0100104, 0
001/train/0100108, 0
001/train/0100109, 0
001/train/0100110, 0
001/train/0200101, 0
001/train/0200102, 0
001/train/0200103, 0
001/train/0200104, 0
001/train/0200106, 0
001/train/0200107, 0
001/train/0200108, 0
001/train/0200110, 0
001/train/0300103, 0
001/train/0300104, 0
001/train/0300105, 0
001/train/0300106, 0
001/train/0300108, 0
001/train/0300109, 0
001/train/0400102, 0
001/train/0400103, 0
001/train/0400106, 0
001/train/0400108, 0
001/train/0400109, 0
001/train/0400110, 0
001/train/0500103, 0
001/train/0500104, 0
001/train/0500105, 0
001/train/0500106, 0
001/train/0500107, 0
001/train/0500108, 0
001/train/0500109, 0
001/train/0500110, 0
001/train/0600101, 0
001/train/0600102, 0
001/train/0600104, 0
001/train/0600105, 0
001/train/0600106, 0
001/train/0600107, 0
001/train/0600109, 0
001/train/0700101, 0
001/train/0700102, 0
001/train/0700103, 0
001/train/0700104, 0
001/train/0700105, 0
001/train/0700107, 0
001/train/0700108, 0
001/train/0700110, 0
001/train/0800101, 0
001/train/0800102, 0
001/train/0800103, 0
001/train/0800104, 0
001/train/0800105, 0
001/train/0800108, 0
001/train/0800110, 0
001/train/0900101, 0
001/train/0900102, 0
001/train/0900103, 0
001/train/0900106, 0
001/train/0900108, 0
001/train/0900110, 0
001/train/1000103, 0
001/train/1000104, 0
001/train/1000105, 0
001/train/1000106, 0
001/train/1000109, 0
001/train/1000110, 0
001/train/1100103, 0
001/train/1100104, 0
001/train/1100105, 0
001/train/1100108, 0
001/train/1100109, 0
001/train/1200103, 0
001/train/1200104, 0
001/train/1200106, 0
001/train/1200107, 0
001/train/1200108, 0
001/train/1200110, 0
001/train/1400103, 0
001/train/1400104, 0
001/train/1400106, 0
001/train/1400108, 0
001/train/1400109, 0
001/train/1500101, 0
001/train/1500102, 0
001/train/1500103, 0
001/train/1500104, 0
001/train/1500105, 0
001/train/1500106, 0
001/train/1500107, 0
001/train/1500108, 0
001/train/1500109, 0
001/train/1500110, 0
001/train/1600102, 0
001/train/1600103, 0
001/train/1600105, 0
001/train/1600107, 0
001/train/1600108, 0
001/train/1600109, 0
001/train/1600110, 0
001/train/0300110, 0
001/train/0600108, 0
001/train/0900104, 0
001/train/1200109, 0
001/val/0100101, 0
001/val/0100106, 0
001/val/0200105, 0
001/val/0200109, 0
001/val/0300107, 0
001/val/0400104, 0
001/val/0400105, 0
001/val/0600103, 0
001/val/0700106, 0
001/val/0900107, 0
001/val/0900109, 0
001/val/1000102, 0
001/val/1000107, 0
001/val/1000108, 0
001/val/1100101, 0
001/val/1100102, 0
001/val/1100106, 0
001/val/1100107, 0
001/val/1100110, 0
001/val/1200101, 0
001/val/1200102, 0
001/val/1200105, 0
001/val/1400101, 0
001/val/1400102, 0
001/val/1400107, 0
001/val/1400110, 0
001/val/1600104, 0
002/test/0200203, 0
002/test/0200204, 0
002/test/0200205, 0
002/test/0200207, 0
002/test/0200208, 0
002/test/0300201, 0
002/test/0300210, 0
002/test/0400202, 0
002/test/0400203, 0
002/test/0400209, 0
002/test/0500207, 0
002/test/0600210, 0
002/test/0700204, 0
002/test/0700205, 0
002/test/0700209, 0
002/test/1200205, 0
002/test/1200207, 0
002/test/1400208, 0
002/train/0100201, 0
002/train/0100202, 0
002/train/0100203, 0
002/train/0100204, 0
002/train/0100205, 0
002/train/0100206, 0
002/train/0100207, 0
002/train/0100209, 0
002/train/0100210, 0
002/train/0200201, 0
002/train/0200202, 0
002/train/0200206, 0
002/train/0200210, 0
002/train/0300202, 0
002/train/0300204, 0
002/train/0300205, 0
002/train/0300206, 0
002/train/0300207, 0
002/train/0300208, 0
002/train/0300209, 0
002/train/0400204, 0
002/train/0400205, 0
002/train/0400207, 0
002/train/0400208, 0
002/train/0500201, 0
002/train/0500202, 0
002/train/0500203, 0
002/train/0500204, 0
002/train/0500205, 0
002/train/0500206, 0
002/train/0500208, 0
002/train/0600203, 0
002/train/0600204, 0
002/train/0600205, 0
002/train/0600208, 0
002/train/0600209, 0
002/train/0700201, 0
002/train/0700202, 0
002/train/0700206, 0
002/train/0700208, 0
002/train/0700210, 0
002/train/0800201, 0
002/train/0800202, 0
002/train/0800203, 0
002/train/0800204, 0
002/train/0800207, 0
002/train/0800208, 0
002/train/0800209, 0
002/train/0800210, 0
002/train/0900201, 0
002/train/0900202, 0
002/train/0900203, 0
002/train/0900204, 0
002/train/0900205, 0
002/train/0900207, 0
002/train/0900208, 0
002/train/0900209, 0
002/train/0900210, 0
002/train/1000202, 0
002/train/1000203, 0
002/train/1000204, 0
